D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_06_284.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_06_284.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_06_284.jpg,0,0,0,2.16191E-05
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_06_364.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_06_364.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_06_364.jpg,0,0,0,2.162811E-05
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_06_440.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_06_440.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_06_440.jpg,0,0,0,2.164155E-05
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_06_522.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_06_522.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_06_522.jpg,0,0.2331323,0,0.1820043
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_06_597.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_06_597.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_06_597.jpg,0,0.4633355,0,0.5343661
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_06_676.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_06_676.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_06_676.jpg,0,0.6986386,0,0.9612176
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_06_753.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_06_753.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_06_753.jpg,0,0.9302415,0,1.747379
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_06_827.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_06_827.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_06_827.jpg,0,1,0,2.655978
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_06_907.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_06_907.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_06_907.jpg,0,1,0,3.587021
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_06_983.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_06_983.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_06_983.jpg,0,1,0,4.524214
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_07_060.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_07_060.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_07_060.jpg,0,1,0,5.45211
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_07_139.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_07_139.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_07_139.jpg,0,1,0,6.372901
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_07_215.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_07_215.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_07_215.jpg,0,1,0,7.28653
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_07_294.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_07_294.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_07_294.jpg,0,1,0,7.967099
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_07_371.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_07_371.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_07_371.jpg,0,1,0,8.86834
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_07_449.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_07_449.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_07_449.jpg,0,1,0,9.762533
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_07_526.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_07_526.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_07_526.jpg,0,1,0,10.64969
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_07_604.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_07_604.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_07_604.jpg,0,1,0,11.62854
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_07_681.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_07_681.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_07_681.jpg,0,1,0,12.44117
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_07_761.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_07_761.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_07_761.jpg,0,1,0,13.14748
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_07_840.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_07_840.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_07_840.jpg,0,1,0,14.24615
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_07_917.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_07_917.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_07_917.jpg,0,1,0,15.09076
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_07_995.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_07_995.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_07_995.jpg,0,1,0,15.93355
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_08_073.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_08_073.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_08_073.jpg,0,1,0,16.31591
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_08_152.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_08_152.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_08_152.jpg,0,1,0,17.17776
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_08_231.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_08_231.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_08_231.jpg,0,1,0,18.02735
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_08_310.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_08_310.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_08_310.jpg,0,1,0,18.86729
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_08_392.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_08_392.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_08_392.jpg,0,1,0,19.6981
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_08_467.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_08_467.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_08_467.jpg,0,1,0,20.52146
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_08_549.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_08_549.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_08_549.jpg,0,1,0,21.33767
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_08_627.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_08_627.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_08_627.jpg,0,1,0,22.14573
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_08_705.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_08_705.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_08_705.jpg,0,1,0,22.94395
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_08_785.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_08_785.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_08_785.jpg,0,1,0,23.73148
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_08_866.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_08_866.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_08_866.jpg,0,1,0,24.50925
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_08_944.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_08_944.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_08_944.jpg,0,1,0,25.27892
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_09_025.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_09_025.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_09_025.jpg,-0.004291845,1,0,26.0417
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_09_104.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_09_104.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_09_104.jpg,-0.004291845,1,0,26.79815
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_09_184.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_09_184.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_09_184.jpg,-0.004291845,1,0,27.54849
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_09_267.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_09_267.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_09_267.jpg,-0.004291845,1,0,28.29279
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_09_345.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_09_345.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_09_345.jpg,-0.008583691,1,0,29.03106
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_09_429.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_09_429.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_09_429.jpg,-0.008583691,1,0,29.7634
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_09_506.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_09_506.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_09_506.jpg,-0.008583691,1,0,30.19014
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_09_585.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_09_585.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_09_585.jpg,-0.008583691,1,0,30.18993
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_09_665.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_09_665.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_09_665.jpg,-0.008583691,1,0,30.18992
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_09_744.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_09_744.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_09_744.jpg,-0.008583691,1,0,30.18993
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_09_824.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_09_824.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_09_824.jpg,-0.008583691,1,0,30.18994
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_09_905.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_09_905.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_09_905.jpg,-0.008583691,1,0,30.18993
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_09_984.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_09_984.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_09_984.jpg,-0.008583691,1,0,30.18995
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_10_065.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_10_065.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_10_065.jpg,-0.008583691,1,0,30.18995
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_10_145.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_10_145.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_10_145.jpg,-0.008583691,1,0,30.18993
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_10_226.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_10_226.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_10_226.jpg,-0.008583691,1,0,30.18993
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_10_307.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_10_307.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_10_307.jpg,-0.008583691,1,0,30.18994
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_10_385.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_10_385.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_10_385.jpg,-0.008583691,1,0,30.18996
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_10_466.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_10_466.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_10_466.jpg,-0.008583691,1,0,30.18996
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_10_547.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_10_547.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_10_547.jpg,-0.008583691,1,0,30.18998
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_10_628.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_10_628.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_10_628.jpg,-0.008583691,1,0,30.18995
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_10_710.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_10_710.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_10_710.jpg,-0.008583691,1,0,30.18994
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_10_791.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_10_791.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_10_791.jpg,-0.008583691,1,0,30.18997
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_10_872.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_10_872.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_10_872.jpg,-0.008583691,1,0,30.18997
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_10_954.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_10_954.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_10_954.jpg,-0.008583691,1,0,30.18999
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_11_035.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_11_035.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_11_035.jpg,0.2414163,1,0,30.1748
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_11_117.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_11_117.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_11_117.jpg,-0.008583691,1,0,30.18948
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_11_199.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_11_199.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_11_199.jpg,-0.008583691,1,0,30.18933
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_11_282.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_11_282.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_11_282.jpg,-0.008583691,1,0,30.18971
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_11_367.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_11_367.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_11_367.jpg,-0.004291845,1,0,30.18988
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_11_452.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_11_452.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_11_452.jpg,-0.004291845,1,0,30.18987
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_11_531.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_11_531.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_11_531.jpg,-0.004291845,1,0,30.18987
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_11_615.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_11_615.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_11_615.jpg,-0.008583691,1,0,30.18984
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_11_698.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_11_698.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_11_698.jpg,-0.03862661,1,0,30.18957
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_11_782.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_11_782.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_11_782.jpg,-0.05579399,1,0,30.18943
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_11_866.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_11_866.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_11_866.jpg,-0.06008584,1,0,30.18955
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_11_951.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_11_951.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_11_951.jpg,-0.06437768,1,0,30.1896
D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\center_2018_01_13_12_38_12_037.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\left_2018_01_13_12_38_12_037.jpg,D:\Desktop\self-driving\term-1\behavioral-cloning\IMG\right_2018_01_13_12_38_12_037.jpg,-0.06866953,1,0,30.18967
